City ,Confirmed Covid Case Numbers
Tapah-ye Bini Daraz,86126
Tapah-ye Bilandi Ghar,1069
Tapah-ye Biland Daraz,282616
Tapah-ye Bibi Mahro,3698242
Tapah-ye Band,336112
Tapah-ye Balg,69340
Tapah-ye Baghak,54
Tapah-ye Bad Asya,660
Tapah-ye Baba,60962
Tapah-ye Ay Khanum,26466
Tapah-ye Atalay,1948307
Tapah-ye Anguri,16693
Tapah-ye Allah Karam,18482
Tapah-ye Alinj,27570
Tapah-ye Akhund Kushtah,81164
Tapah-ye Akhor-e Sher,552
Tapah-ye Afghanha,546
Tapah-ye `Iwaz,18286
Tapah-ye `Arusi,2122
Tapahha-ye Siyah Shori,113164
Tapahha-ye Sinakhoj,187
Tapahha-ye Sichi,22825
Tapahha-ye Shorqobi,125282
Tapahha-ye Shand,1024931
Tapahha-ye Quduq,4249
Tapahha-ye Qizil Quduq,4667
Tapahha-ye Qatar Sang,4959
Tapahha-ye Qarutak,55463
Tapahha-ye Qarah Khowal,414069
Tapahha-ye Poraz,2743
Tapahha-ye Pasqol,13
Tapahha-ye Pad Khwab-e Shanah,103
Tapahha-ye Nayzar-e Qarah Khowal,31
Tapahha-ye Mirin,27202
Tapahha-ye Kotal-e Tegh,10458
Tapahha-ye Khwajah-ye Sabz Posh,1310
Tapahha-ye Khwajah Hasan,7751
Tapahha-ye Khoshnow,121752
Tapahha-ye Khargundak,2235
Tapahha-ye Kharbandun,267
Tapahha-ye Irgina,2256
Tapahha-ye Hazarbuz,36007
Tapahha-ye Hanut,147
Tapahha-ye Ghazi Khan,273941
Tapahha-ye Ghazawust,4612
Tapahha-ye Ghar Ghaday,171
Tapahha-ye Garay,118832
Tapahha-ye Galah Tut,25057
Tapahha-ye Charah,53555
Tapahha-ye Chaqu Bulaq,272751
Tapahha-ye Chah-e Taghan,28784
Tapahha-ye Chah-e Sarwar,1317
Tapahha-ye Chahar Band,1610
Tapahha-ye Bayd-e Pirayshan,1307
Tapahha-ye Ayrganak,193424
Tapahha-ye Aslam Khan,35166
Tapahha-ye Alu,59197
Tapahha-ye Akhund Khel,5057
Tapahha-ye Akhquduq,19528
Tapahha,11099
Tapah Qorghan,9830
Tapah Kohha-ye Regi Wurodo,25509
Tapah Kohha-ye Regi Sediqi,68151
Tapah Kohha-ye Regi Chocho,50039
Tapah Kohha-ye Gedan Koh,1037
Tapah Kohha-ye Band,18256
Tapah Kohha-ye Bain,6017
Tapah Kohha wa Pushtahha-ye Regi-ye Gildan Koh,41873
Tapah Kal,173309
Tapah Ha-ye Piyazi,1199441
Tapah,667736
Tap'aghbyur,14857
Tapado,368
Tapa Heliport,340128
Tap',57346
Taombe,1880
Tanzil,45976
Tanyagar Ghundey,865
Tany Tsaker,69488
Tanvo,31086
Tanutiroj Arter,555
Tanutiroj,79476
Tanuterk',127114
Tanuter,7159
Tanurtaq,4358
Tanurah,120312
Tanura,705
Tanur Sazi,935
Tanur,573
Tanue,27590
Tanu,45189
Tantil,21533
Tantaki,758
Tanquima,1762
Tanorak,28940
Tanorah,11883
Tanor Ghar,19272
Tanor,30594
Tankhan Khel,13727
Tankalech,45788
Tank Bay,298788
Tanjahand,19306
Tanino,41641
Tanik'y Tarats Gomer,955451
Tanik'ner,32109
T'anik,411040
Tanik',1078739
Tani Khwar,49381
Tani Bayzid,21465
Tani,52284
Tanha Tob,86673
Tanha Qishlaq,22008
Tanha Khak,50235
Tanha Bayd,74167
T'angutegh,142316
Tanguri Naw,78980
Tangue,37474
Tangua,11001
T'angu,900
Tangri Mandeh,40067
Tangrayz,18730
Tangoray Khwar,39570
T'angonts',63784
Tango,14238
Tangli Ghar,3459
Tangkhule Chah,18139
Tangiyi-Bariki,31687
Tangi-ye Zaran Khowa,9121
Tangi-ye Zaki,16353
Tangi-ye Zakhan,47096
Tangi-ye Warsaj,27592
Tangi-ye Tash-Qurghan,9833
Tangi-ye Tarah Khel,494
Tangi-ye Tangalak,38950
Tangi-ye Takalghu,245344
Tangi-ye Surujah,37147
Tangi-ye Surkh,406
Tangi-ye Shaykhan,106448
Tangi-ye Shamsullah,80615
Tangi-ye Shadian,635962
Tangi-ye Saylab,39433
Tangi-ye Sarpanak,73570
Tangi-ye Sar Pahlu Sang,25493
Tangi-ye Saqaw,636278
Tangi-ye Sang-e Luch,32882
Tangi-ye Sanak-e Nowishtah,54098
Tangi-ye Sahra,21369
Tangi-ye Safed,434289
Tangi-ye Rasanah,15232
Tangi-ye Quruq,22293
Tangi-ye Qasimabad,82860
Tangi-ye Qafak,48
Tangi-ye Nangalam,265070
Tangi-ye Mushan,10435
Tangi-ye Marmul,596130
Tangi-ye Mansur,8175
Tangi-ye Maidan,22260
Tangi-ye Mahipar,35832
Tangi-ye Lukah,2228471
Tangi-ye Larwand,45933
Tangi-ye Koyan,29296
Tangi-ye Kisht-e Gaw,32288
Tangi-ye Khune,223822
Tangi-ye Kharmurdah,73460
Tangi-ye Kaykak,11997
Tangi-ye Kamarak,6886
Tangi-ye Jamal,388035
Tangi-ye Hulmah,592344
Tangi-ye Hasani,260845
Tangi-ye Halwa Khorak,188267
Tangi-ye Gulugaw,45444
Tangi-ye Ghor,18315
Tangi-ye Gheshlaghak,25762
Tangi-ye Ghargharow,13973
Tangi-ye Ghargharab,7184
Tangi-ye Garm Ab,42696
Tangi-ye Faizak,374788
Tangi-ye Dehak,221759
Tangi-ye Darzow,658355
Tangi-ye Darzab,43743
Tangi-ye Darwazah,2566
Tangi-ye Daraz,924572
Tangi-ye Darah-ye Amir,490483
Tangi-ye Chorghak,297651
Tangi-ye Chihil Ghal,567734
Tangi-ye Chahar Du Bagh,3860
Tangi-ye Chahak,1949
Tangi-ye Chaghamum,4432
Tangi-ye Chaghamban,11210
Tangi-ye Barpal,100959
Tangi-ye Barghas,20
Tangi-ye Baki,20439
Tangi-ye Baghojah,18183
Tangi-ye Baba,27332
Tangi-ye Azow,991816
Tangi-ye Azaw,219606
Tangi-ye Alaghzar,106983
Tangi-ye Ajah,47365
Tangi-ye `Alam Husain,43889
Tangi-Surkh,12217
Tangisurkh,2373
Tangiskil,1612
Tangishu,41448
Tangi-e Ghowr,3345
Tangichah,49287
Tangi-Azau,51794
Tangia,10983
Tangi Zardalu,203027
Tangi Zardak,1045
Tangi Zard,296393
Tangi Zang-e Paridah,1460
Tangi Zamah,67
Tangi Ya`qub,77060
Tangi Wardak,814916
Tangi Warasah,187040
Tangi Waghjan,5215
Tangi Ulitak,1700091
Tangi Tokhchi,1009
Tangi Taghar,170553
Tangi Surkh,1140
Tangi Spi,75
Tangi Siyah Chob,99646
Tangi Siyah,177070
Tangi Shelah,194185
Tangi Shah,545874
Tangi Sayyidan,13469
Tangi Sakab,51115
Tangi Safedak,874906
Tangi Rod,100419
Tangi Rabat,15916
Tangi Qayyum,113789
Tangi Najo,146
Tangi Nabat,105
Tangi Murch,47
Tangi Mandeh,1659
Tangi Lolinj,27648
Tangi Lali,36599
Tangi Lalandar,17840
Tangi Kowdak,116710
Tangi Khwar,381
Tangi Khulah,32038
Tangi Khel,41665
Tangi Kelay,88611
Tangi Kandow,337803
Tangi Jamal,979725
Tangi Giroy Wardak,1297
Tangi Gheshlaghak,2526
Tangi Ghar,8359
Tangi Farangi,430286
Tangi Darzab,41701
Tangi Chowrghak,315460
Tangi Chahak,18584
Tangi Chaghamum,157515
Tangi Bughrestan,30933
Tangi Bala,38210
Tangi Baghowjah,47674
Tangi Azaw,23788
Tangi Awmazar,77590
Tangi Aw,55412
Tangi Asyab,36009
Tangi Arzo,153596
Tangi Algad,373643
Tangi,230206
Tanghrak Khwar,727823
Tanghotay,9707
Tanghar Chan,952818
Tangeh,39453
Tang-e Warsaj,48215
Tange Toy,308657
Tang-e Sultan Khel,179588
Tang-e Shorab,260435
Tang-e Sakhai-e Sorkhak,51093
Tang-e Gharo,47252
Tangay-e Lalandar,2268
Tangay Zhawari Ghar,41005
Tangay Tizhe Sar,141
Tangay Sufla,32655
Tangay Sar,39882
Tangay Rod,72904
Tangay Nowrozi,101327
Tangay Mandeh,156051
Tangay Khulah,189620
Tangay Kelay,178648
Tangay Kandah,24440
Tangay Ghar,7958
Tangay Bandah,18
Tangay Ana Ghar,293210
Tangay Ana,1362
Tangay Amanay Mandeh,59048
Tangay Algad,32597
Tangay,20415
T'angarani Taki Hogher,321711
Tangarah,0
Tanganhica,13
Tangane,13125
Tangan,104439
Tangamo,128981
Tangambica,174531
Tangalak-e Siyah Jar,691405
Tangalak-e Khwajah Baz,594964
Tangal,46516
Tangak Darah,50031
Tangak,158343
Tangaio,83869
Tangah Khulah,75228
Tangah Chinah,24981
Tangah,29598
Tangagah,198597
Tanga Shela,63077
Tang Naw,1105
Tang Khule Chah,638
Tang Ghundey,4
Tang Ghar,374887
Tang Darah,24
Tang,30165
Tane Ghar,32863
Tandzuti Mat,21740
Tandzuti Marg,50700
Tandzuti Lanjer,2711
Tandzuti Koghm,58217
Tandzuti,30408
Tandzut,709077
Tandzun Khut',92103
Tandzun Art,2117962
Tandzot,51007
Tandzolor,41813
Tandzk'u Hogher,29806
Tandzku,43946
Tandzik,205999
Tandzi T'umb,156109
Tandzi Tsarri Ktor,12372
Tandzi Tsarr,557
Tandzi Tak,869
Tandzi Poch',1818
Tandzi Hogher,241
Tandzi Hogh,2572
Tandzi Dzor,290
Tandzi Art,5267
Tandzi Aghbyur,924
Tandzi,156903
Tandzhogher,6174
Tandzeri Tak,34510
Tandzeri Mej,259956
Tandzeri,2074
Tandzaveri,113074
Tandzaver,26784
Tandzatap'i,68493
Tandzatap',13868
Tandzasari Margagetin,620
Tandzaptuk,526716
Tandzap'arakh,113596
Tandzanots'i,1571
Tandzanots',48170
Tandzakatar,161799
Tandzajur,20928
Tandzaghbyur,49850
Tandzadzor,79041
Tandutiz,58432
Tandur,20725
Tandula,52359
Tandori,27169
Tandoray,855677
Tandorak,25297
Tandor Kalan,234
Tandor,18384
Tandococo,300153
Tandobai Algad,783904
Tando Zinze,44466
Tando Limbo,2699083
Tando,79627
T'andlants' Chala,361
Tandichina,1
Tandi Segundo,17522
Tandi Primeiro,119323
Tandi Mandeh,4180
Tandi,460
Tandeu,112801
Tande Toy,65640
Tande Shelah,30588
Tande Algade Sar,165451
Tande,211
Tanday,912
Tandavala,33424
Tandaue,33945
Tandauangi,11990
Tandano Gumruki,2177
Tandan,34818
Tandala,31965
Tandah Taray,15693
Tandah Ghar,23243
Tandah Damgal,28826
Tandah Algadah,48498
Tandah,46481
Tandabala,14679
Tanda Matiaba,51
Tanda Dara,0
Tanda Algade Ghar,4014
Tanda,0
Tand Washt,8
Tand Shegah Algad,0
Tand Kelay,0
Tand Ghar,1873
Tand Arghotay,0
Tand,0
Tanayj,0
Tanawak,24902
Tanatsah,375110
Tanasir,88962
Tanar,604380
Tanakhak,97480
Tanak Mandeh,8151
Tanak Kot,198084
T'anajur,53074
Tanai,9605
Tanah-ye Shor Shorak,15458
Tanah-ye Malham,15242
Tanah-ye Khwajah Qachay,18616
Tanah-ye Ghulamah,121692
Tanah-ye Chashmah,1153
T'anahati Vank',343267
T'anahati,55852
T'anahat,16199
Tanah Tsah,1379
Tanah Khak,20483
Tanah Jowuz,41762
Tanah,2744
T'anaget,586592
Tanachu Ghar,28309
Tanachoy Mandeh,50675
Tanachoy,40400
Tanachowy Mandah,41343
Tana Chob,70111
Tana Bayd,1167
Tan Tegh,205202
Tan Taraki Sar,19
Tan Taraki Ghar,30607
Tan Taraki Algad,345731
Tan Paytow,576838
Tan Karez,70910
Tan Glukh,133627
Tamussango,920
Tamusi,621842
Tamuchi,54903
Tamsik,980
Tamshodi,545
T'amrazyani,1388
T'amraz Apun Art,37392
Tamqol,943
T'amoyi Surb,33805
T'amoyi P'os,33368
T'amoyi Lich,72
T'amoyi Lchi,234
T'amoyi,39406
Tamonki Arkh,27893
Tamonkay,44314
Tamolah,70738
T'amk'ots',17313
T'amk'ik,1322
T'amk'i Tegh,55615
T'amk'i Lanj,264091
T'amk'i Glukh,55847
T'amk'i Dar,112897
T'amk'i,114234
T'amk'er,11042
T'amkakhut',21086
T'amk',848
Tamin,2149636
T'ambut,174679
Tambut,475070
Tamburak,236768
Tambulaq,8600
Tambuege,126602
Tambue,550330
Tambor,3285
Tambo,295511
Tambil Ow Ghochinah Khwar,12335
Tambil Mandeh,6071
Tambikah Ghar,868
Tambikah,254273
Tambi Mandeh,135513
Tambi,31746
Tamberi Ghar,189
Tambela,260308
Tambel Sar,12181
Tambel,142034
Tambegi,2319
Tambege,15782
Tambe Ghar,1011
Tambe,35714
T'ambasar,5021
Tambar Ghar,4177
T'ambani,3596
T'ambalner,9179
T'ambalanj,26541
Tambakol,206640
Tambako Naw,246514
T'ambakhut',55693
Tambah,36878
T'ambagorts,1321331
T'ambablur,214839
Tamba Vilola,712
Tamba Segundo,6146
Tamba Primeiro,144
Tamba Pequeno Segundo,243247
Tamba Pequeno Primeiro,294503
Tamba Grande,186503
Tamba,61251
Tamazan Darya,6329
Tamazan Darrahe,2944
Tamazan Darah,75003
Tamazan,17184
T'amashagh,166138
Tamas,63
T'amari Srbi,62063
T'amari Aygi,3878007
T'amari,15625
Tamare,4759
T'amanyan A.,272851
Tamani Marina,86465
Tamani Hotel Marina,205120
Tamanah,148
Tamalanca,178560
Tamaki,16670
Tamacuala,3312
Tam `Ali,8807
Talwal Muhajir,12536
Talvoriki,27
Talvorik,173729
T'alvara,466017
Talvar,6059
Taluqan,1379662
Taluq,1689692
Talupap,726548
Talulua,223219
Talula,801575
Talukan,35187
Taluk,26026
Talua,427717
Talshayda,268327
Talqandi,108827
Taloyi,0
Talowkah,72600
Talowak,200572
Talow,86550
Taloqan Airport,47
Taloqan,90331
Taloma,395604
Talo Khel,10523
Talo,2024
Talnah,138640
Talmastan,2590
Tall-e Sardari,202214
Tall Talib,56296
Tall Fahah,9
Tall Bash,20155
Talkhsiw,32442
Talkhowak,313460
Talkhian,20794
Talkhani,8580
Talkhanah,24398
Talkhan,4
Talkhakzar,17322
Talkhaktas,641
Talkhaki,1
Talkhakay,195252
Talkhakani,2023
Talkhak Now,3336
Talkhak Joy,79774
Talkhak Ghar,486223
Talkhak Dashtah,62520
Talkhak Chinah,40030
Talkhak,274721
Talkhah Kay,2405
Talkhab Ghundey,6489
Talkhab Ghar,4822
Talkhab,158506
Talkh Ab,107163
Talkh,74942
Taliz Nawer,143955
Taliz Dasht,344834
Talisi,1583
T'alishi Arrvi,168043
Talish,594412
Taliray Jar,1794914
T'alini Shrjan,810094
T'alini Mets Dambaran,166949
T'alini Jrants'k',828283
T'alini Champ'a,19551
T'alin,41
Talik Dasht,3866
Talik,1663
Taliban,3
Talib Kushtah-ye Sufla,3922
Talib Kushtah-ye `Ulya,1950
Tali Zardad,379831
Tali Quduq,35857
Tali Gak,485439
Tali,2979
Talhad,3920
T'alenu,60033
T'aleni,323390
Tal-e Zer,195468
Tal-e Zayr,18
Tal-e Zahir,8321
Tal-e Turnd,1521068
Tale Surkay,92817
Tal-e Sowz,8766
Tal-e Sardari,85695
Tal-e Safed,30540
Tal-e Sabz,8977
Tal-e Rah,562290
Tal-e Pir Muhammad,15981
Tal-e Nayko,969
Tal-e Mirza,13308
Tal-e Mirghazi,509
Tal-e Mazar,26441
Tale Maidan,122
Tal-e Khushk,7570
Tal-e Khuday Nazar,7736
Tal-e Khazan Jar,237704
Tal-e Khazan Dasht,2780417
Tal-e Khaki,40464
Tal-e Hashim,410849
Tal-e Gowmeshi,63837
Tale Girdak,80176
Tal-e Ghulami,1
Tal-e Ghulamay,142338
Tal-e Ghalah Mandeh,2512
Tal-e Gazi,196812
Tal-e Gawmeshi Biyaleh,2473
Tal-e Gawmeshi,82421
Tal-e Daraz,36271
Tal-e Boda,57497
Tal-e Azhdahar,60288
Tal-e Awan,13869
Tal-e Aspay Dasht,23462
Tal-e Aspay,26190
Tal-e Asp,269
Tal-e Ashak,499819
Tal-e `Ashiqan,135566
Tale,59335
Talbuzanak,135837
Talbi Khel,44436
Talazi,16350
Tala-ye Shah Mirza,85578
Talawar,324103
Talaw Dashtah,5399
Talauanga,21519
Talatu,21259
Talatona,43682
Tala-Tenga,482590
Talassongue,5024
Talassange,890692
Talasi,18
Talash Khan,994
Talasanah-ye Pa'in,348308
Talasanah-ye Bala,38993
T'alarents',99384
Talar Koh,820
Talapo,11599
Talanzambi,107568
Talani,5619
Talanhe,42911
Talangala,61489
Talandongo,15576
Talana'i Khord Karez,826454
Talana'i Khord,324818
Talana Khersak,57493
Talambengue,8110
Talambanza,16839
T'alalots',217668
T'alaki,28944
Talakhtu,44159
Talakh-e Sayb,12474
Talakey,125582
Talak,122
Talaj,19999
Talah-ye Gusalagu,3176
Talah wa Barfak,10579
Talah Tu,323938
Talah Tsah,714005
Talah Qolak,45440
Talah Qol,26860
Talah Deh,56338
Talah Dag,19117
Talah,29524
Talagomba,16589
Talage,447237
Tala-Ceque,1049
Tala-Capita,32114
Talab-e Begum,131976
Talab Khel,722
Talab Jar,262758
Tala Zuze,77217
Tala Tombo,8094
Tala Seque,67432
Tala Samba,196
Tala Quizanga,46699
Tala Qol,78159
Tala Neongo,18493
Tala Mungongo,83107
Tala Mbueio,153
Tala Khan Kala,97621
Tala Gila,33542
Tala Epondo,34340
Tala do Mucuio,381068
Tala Cananga,34113
Tala Cala,39370
Tala Cabuco,46834
Tal Qeshlaq,3599311
Tal Paych,59476
Tal Kundal,285221
Tal Kala Mandeh,8604
Tal Kala,41635
Tal Guzar,24866
Tal Bulaq,663603
Tal Aspay,17071
Takyah Ziarat Kelay,12493
Takyah,170153
T'ak'vorkan,207098
T'ak'ust,507482
Takush,27538
Takur Ghar,451
T'ak'unner,445189
T'ak'uni Ghorr,40820
T'ak'unaghbyur,4723
T'ak'un Hogh,22318
T'ak'un Baker,4041
T'ak'un Bak,11377
T'ak'un Ark'uni,52051
T'ak'un,49611
Taktu,36622
Taktakani Khwar,58278
Taktakan,314320
Tak'-tak' Jur,10097
Taktak Ghar,27251
Taktah-ye Dolatabad,43857
Taksaghal,6568
Takrai,591
T'ak'nvats,703
Tak'jur,21747
Tak'jri,570719
Takiyah Khuban,65385
Takir,10503
T'akidzor,436612
T'akia,285330
Takhzard,22282
Takhuni,38486
Takhundi Now,36188
Takhundi Kuhnah,106929
Takhumak Shelah,4807
Takhum Joy,36476
Takhum Ghar,3416
Takhum,30069
T'akhtsot,15275
T'akhtort,88354
Takhtormah,641101
Takhto Khwar,0
Takhto Kelay,49
Takhto Ghar,41419
Takhto,306251
Takhtian,76026
Takhti Aygi,48722
T'akhter,22650
Takhter,31238
Takht-e Zaghan,85934
Takht-e Temur,1069
Takht-e Sulaiman,279646
Takht-e Sow,3694339
Takht-e Shaha,334837
Takht-e Shah Ghar,69246
Takht-e Shah Badal,54
Takht-e Shah,658
Takht-e Safar,60885
Takht-e Rustam,26387
Takht-e Parmin,1944995
Takht-e Mirzakah,16693
Takht-e Mirza Khan,18459
Takht-e Mirgul,27406
Takht-e Marza,80749
Takht-e Koh-e Bek,552
Takht-e Ghormach,546
Takht-e Dukhtar-e Padshah,18271
Takht-e Darah-ye Kalan,2106
Takht-e Bayd Ghar,112751
Takht-e Bala,187
Takht-e Ayshan,22825
T'akhtaver,124868
T'akhtatak,1023487
Takhtasang,4249
Takhtas,4667
Takhtari,4959
T'akhtaner,55409
T'akhtamosh,413020
T'akhtaktor,2743
Takhtakner,13
Takhtakay Ghar,103
Takhtakay,31
Takhtak,27143
Takhtah-ye Sar-e Qarghaychi,10458
Takhtah-ye Sar-e Haftad Gardish,1310
Takhtah-ye Sar-e Darunjujah,7749
Takhtah-ye Deh-e Lala,121621
Takhtah Sang,2233
Takhtah Pul Kelay,267
Takhtah Pul,2256
Takhtah Poshak,35973
Takhtah Kuprak,147
Takhtah,273386
Takhtaeghts'i,4602
Takhtaband,171
Takhta Pul,118634
Takht Mandeh,25057
Takht Khulah,53359
Takht Kelay,272520
T'akht Hogher,28746
Takht Ghundey,1317
Takht Ghar,1610
Takht Chinar,1307
Takht Beg,192976
Takht Band Ghar,35145
Takht Baba,59118
T'akht,5049
Takht,19465
Takhsuran,11090
Takhsij,9777
T'akhsi Chanaparhi Verevi,25431
T'akhsi,68151
Takhshi,50020
Takhsar,1037
Takhs Ab,18247
T'akhs,5995
Takhrid,41653
Takhrah,172931
Takhragi,1198257
Takhpushi,667262
Takhoswar,14844
Takhonak,368
Takho'i,339672
Takhnikum,57139
Takhni,1880
Takh-Nayk,45740
Takhnal,757
Takhnabad,68980
Takhn,31024
Takhmir Jar,555
Takhmir,79429
Takhman,127044
Takhmak Mandeh,7159
Takhmak Ghar,4352
Takhmak,120259
Takhkuf,705
Takhkawah,935
Takhkat,573
Takh-Kandow,27590
T'akhin,44769
Takhibak,21467
Takhen,757
Takh-e Zil,1762
Takh-e Zelaykha,28852
Takh-e Yasin,11883
Takh-e Yari,19244
Takh-e Talgaz,30501
Takh-e Sirak,13705
Takh-e Shor Ab,45729
Takh-e Shashgorah,298188
Takh-e Sham,19281
Takh-e Regan,41536
Takh-e Rawut,955015
Takh-e Pari,32053
Takh-e Narm,410709
Takh-e Narinj,1077327
Takh-e Nalak,49330
Takh-e Nagal,21446
Takh-e Mila,52187
Takh-e Mil Hashim,86489
Takh-e Mian Koh,21974
Takh-e Mashin,50069
Takh-e Lor,74027
Takh-e Lingah,142030
Takh-e Korgh,78629
Takh-e Khwajah Ria,37355
Takh-e Kawah,10997
Takh-e Kalan,900
Takh-e Kabudah,39990
Takh-e Jowzak,18688
Takh-e Howzak,39433
Takh-e Howz,63640
Takh-e Ghal-e Kaftar,14238
Takh-e Gazi,3459
Takh-e Gardanah,18082
Takh-e Espi,31570
Takh-e Daraz,9108
Takh-e Chashmah-ye Shorak,16340
Takh-e Chah-e Shor,46700
Takh-e Chah Zard,27553
Takh-e Baydak,9831
Takh-e Band-e Zer,486
Takhchu Ghar,38722
Takhchu Garang,244169
Takhchashmah-ye Namak,37014
Takhchah-e Shand,406
Takhchah-e Sarwar,106433
Takhchah-e Reg Ab,80400
Takhchah-e Puzah,629128
Takhchah-e Jabar,39383
Takhchah-e Gazi,73301
Takhchah-e Bulbul,25393
Takhchaghay Shelah,633977
Takhbast,32715
Takhbandar,53780
Takhawi,21086
Takhas Pun,433785
Takhar University,15222
Takhakh,22273
Takhak,82353
Takhaje,48
Takha'i,264643
Takhai,10339
Takhah,593398
Takhagird,8171
Takhach',22224
Takhabi,35733
Takhab,2219727
Takh Qol,45794
Takh Peshband,29291
Takh Parshami,32225
Takh Maliki,223489
Takh Kuyak,73111
Takh Kirman,11972
Takh Chi,6886
Takey,387319
Taker,591356
Tak-e Namadi,259466
Tak-e Daraz,187615
Tak'deghnots',45108
Takburji,18140
Takbir Jay-e Hazrat-e `Abbas,25710
Takbir Jay,13972
Takazarak,7098
Takay Toy,42660
Takatuzi,373433
Takatu,221584
T'akardi,656072
T'akard,43722
Takaray Kelay,2565
Takaray,922573
Takarai Ghar,490011
Takarai,297581
Takar Kala,567217
Takanay,3831
Takanah-ye Pa'in,1949
Takanah-ye Bala,4428
Takalghu,11175
Takal,100914
Takakah,20
Takak,20303
Takah Toymast,18142
Takah Khulah,27315
Takah Ghal,990395
Takah Bay,218860
Tak'aghbyuri,106808
T'ak'aghbyur,47291
Tak'aghbyur,43669
T'ak'aghbri,12217
T'akabuyr,2373
Takabughah,1612
T'akaberd,41347
T'ak' Urr,3340
T'ak' Tsarri Hogher,49284
T'ak' Tsarr,51628
Tak Tekah,10978
Tak Pardah,203026
T'ak' Ktorner,1045
Tak' Aghbyuri,296190
T'ak',1455
Tak',67
Tajuy,76861
Tajri Ghar,812609
Tajri,186922
Tajoko,5210
Tajmir Dasht,1694651
Tajiri,1006
Tajirg,170286
Tajirah,1118
Tajiko Iltown,75
Tajiki Kafshan,99264
Tajikha-ye Kol-e Amchi,176547
Tajikha,193445
Tajikano Kelay,544937
Tajikan,13469
Tajik Koh,51107
Tajik,872176
Taji Qol,100391
Tajgul Karez,15890
Tajgul Kala,113645
Tajgari,145
Tajel Darah,105
Taj-e Sarati,47
Tajdar-e Wali,1659
Tajarmin,27592
Tajarib,36499
Tajak,17735
Taj Quduq,116667
Taj Qal`ah,381
Taj Palace Hotel Apartments,31782
Taj Palace Hotel,41596
Taj Palace Dubai,88313
Taj Palace,337744
Taj Muhammad-Khel,978471
Taj Muhammad Karez,1297
Taj Muhammad,2523
Taj Koh,8352
Taj Bikay Shelah,430103
Taj Bikay Kelay,41613
Taj Bikay Ghar,313908
Taj,18584
Taizo Kelay,157285
Taitai,30850
Taisuwar,38131
T'airov,47636
Ta'ir Kelay,23788
Taiquila,77392
Ta'inah-Daman,55324
Ta'inah Qishlaq,35926
Taimani Wat,152850
Taimani,373041
Ta'ib Khel,229194
Taia,725797
Tah-ye Koltak,9600
Tah-ye Khwajah,950773
Tah-ye Jam,39323
Taht-e Adraskan,48059
Tahtayghah,308284
Tahsildar Kala,179304
Tahsildar,259221
Tahradah,50689
Tahow,47158
Tahondo,2267
Tahkushak,40927
Tahkhubi,136
Tahkhil,32557
Tahkham,39868
T'ahiri,72826
Tahir Kamar,101327
Tahgiw,155457
Tah-e Zardargin,188391
Tah-e Takht,177823
Tah-e Sinah Mandeh,24276
Tah-e Sinah,7952
Tah-e Shelah,18
Tah-e Shast,292631
Tah-e Qol,1356
Tah-e Nalah,58912
Tah-e Khunak,32560
Tahdah,20406
T'ahari,321532
Tahaneh-ye Sarband,0
Tahaneh-ye Jalijal,13
Tahanah-ye Yakah Tut,13125
Tahanah-ye Tapah-ye Kharan,104258
Tahanah-ye Tala'i,128121
Tahanah-ye Takht-e Qubad,172283
Tahanah-ye Surkh Qal`ah,688846
Tahanah-ye Surbaytal,594202
Tahanah-ye Siyah Sang,46473
Tahanah-ye Shorawak,49969
Tahanah-ye Shinghi,157002
Tahanah-ye Shalghami,83846
Tahanah-ye Shah Rawan,74960
Tahanah-ye Shah Qazaq,24919
Tahanah-ye Shaghali,29563
Tahanah-ye Sartar Pihrah,198323
Tahanah-ye Sangi,62945
Tahanah-ye Safed,1101
Tahanah-ye Sabz Gazi,638
Tahanah-ye Rabat,4
Tahanah-ye Qazaq Guzar,373931
Tahanah-ye Qarawul,24
Tahanah-ye Qaflatun,30100
Tahanah-ye Qadir,32825
Tahanah-ye Pir-e Sabz,21735
Tahanah-ye Padajandak,50437
Tahanah-ye Nai Bastah,2709
Tahanah-ye Munshi,58138
Tahanah-ye Muhammad Safed,30214
Tahanah-ye Mayshkoshi,707501
Tahanah-ye Mamu,91946
Tahanah-ye Makaki,2113738
Tahanah-ye Kurki,50828
Tahanah-ye Kulukh,41745
Tahanah-ye Koh-e Bad,29709
Tahanah-ye Khwabgah,43850
Tahanah-ye Khosh Tapah,205498
Tahanah-ye Khosh Asya,155384
Tahanah-ye Khaymah,12325
Tahanah-ye Kharabah,557
Tahanah-ye Karez,869
Tahanah-ye Kanam,1816
Tahanah-ye Kamar,241
Tahanah-ye Kalagu,2559
Tahanah-ye Kakul,290
Tahanah-ye Joy-e Now,5255
Tahanah-ye Jilowgir,920
Tahanah-ye Hayratan,156388
Tahanah-ye Haji Gul Muhammadr Khan,6174
Tahanah-ye Ghulam Muhammadr Khan,34493
Tahanah-ye Deh-e Kadilah,259855
Tahanah-ye Dashtol,2070
Tahanah-ye Dahan-e Rod,113074
Tahanah-ye Chah-e Sangar,26720
Tahanah-ye Chah-e Layla,68435
Tahanah-ye Barichi,13868
Tahanah-ye Baqi,618
Tahanah-ye Bandar,525865
Tahanah-ye Baghal,113589
Tahanah-ye Ayquli,1571
Tahanah-ye Ateshan,48104
Tahanah-ye Asparan,161799
Tahanah-ye Ashraf,20898
Tahanah-ye `Askari,49711
Tahanah,78865
